0	0	0	6695	6622	6621	0	0	0	0	0
0	0	6693	6695	6622	6621	6705	0	0	0	0
0	6636	6693	6639	6651	6654	6705	6706	0	0	0
0	6636	6636	6639	6651	6654	6660	6664	6603	0	0
6637	6637	6640	6640	6652	6653	6661	6663	6674	0	0
6697	6697	6640	6640	6652	6653	6661	6663	6675	6686	0
6697	6697	6697	6696	6696	6701	6701	6707	6711	6687	6689
6697	6697	6697	6696	6696	6701	6701	6707	6711	6711	6716
6752	6754	6754	6758	6758	6760	6760	6762	6762	6757	6716
6752	6752	6754	6758	6758	6760	6760	6762	6762	6757	6757
6752	6754	6754	6758	6758	6760	6760	6762	6762	6757	6757
0	6753	6755	6755	6759	6759	6759	6761	6761	6763	6756
0	6753	6755	6755	6759	6759	6759	6761	6761	6763	6756
0	0	6753	6755	6755	6759	6759	6761	6761	6763	6756
0	0	0	6806	6837	6838	6838	6839	6840	6840	6819
0	0	0	0	6806	6837	6838	6838	6839	6840	6819
0	0	0	0	6806	6837	6838	6838	6839	6840	6819
0	0	0	0	6806	6837	6838	6838	6839	6840	6819
0	0	0	0	6807	6844	6843	6843	6842	6841	6820
0	0	0	0	6807	6844	6843	6843	6842	6841	6820
0	0	0	0	6807	6844	6843	6843	6842	6841	6820
0	0	0	0	6808	6848	6847	6847	6846	6845	6821
0	0	0	0	6808	6848	6847	6847	6846	6845	6821
0	0	0	0	6808	6848	6847	6847	6846	6845	6821
0	0	0	0	6830	6849	6850	6850	6851	6852	6822
0	0	0	0	6830	6849	6850	6850	6851	6852	6822
0	0	0	0	6831	6831	6856	6855	6854	6853	6823
0	0	0	0	6831	6856	6863	6863	6865	6857	6823
0	0	0	0	6829	6862	6861	6867	6868	6859	6824
0	0	0	0	0	6828	6861	6860	6858	6859	6826
0	0	0	0	0	0	6828	6827	6825	6826	0

