0	0	0	0	0	3305	3221	3220	0	0	0
0	0	0	0	3306	3262	3254	3251	3240	0	0
0	0	0	3228	3264	3261	3253	3250	3239	3237	0
0	0	3229	3276	3263	3261	3253	3250	3239	3237	0
0	0	3278	3275	3263	3300	3300	3296	3296	3297	3297
0	3287	3277	3307	3307	3300	3300	3296	3296	3297	3297
3315	3310	3310	3307	3307	3300	3300	3296	3296	3297	3297
3357	3362	3362	3360	3360	3358	3358	3354	3354	3352	3352
3357	3362	3362	3360	3360	3358	3358	3354	3354	3352	3352
3357	3362	3362	3360	3360	3358	3358	3354	3354	3352	3352
3356	3363	3363	3361	3361	3359	3359	3355	3355	3353	3353
3356	3363	3363	3361	3361	3359	3359	3355	3355	3353	0
3356	3363	3363	3361	3361	3359	3359	3355	3355	3353	0
3419	3440	3439	3439	3438	3438	3437	3406	3406	0	0
3419	3440	3439	3439	3438	3438	3437	3406	0	0	0
3419	3440	3439	3439	3438	3438	3437	0	0	0	0
3420	3441	3442	3443	3443	3444	3407	0	0	0	0
3420	3441	3442	3443	3443	3444	3407	0	0	0	0
3420	3441	3442	3443	3443	3444	3407	0	0	0	0
3421	3445	3446	3447	3447	3448	3408	0	0	0	0
3421	3445	3446	3447	3447	3448	3408	0	0	0	0
3421	3445	3446	3447	3447	3448	3408	0	0	0	0
3422	3452	3451	3450	3450	3449	3430	0	0	0	0
3422	3452	3451	3450	3450	3449	3430	0	0	0	0
3422	3452	3451	3450	3450	3449	3430	0	0	0	0
3423	3453	3454	3455	3455	3456	3431	0	0	0	0
3423	3453	3454	3455	3455	3456	3431	0	0	0	0
3424	3457	3465	3464	3464	3462	3429	0	0	0	0
3424	3459	3466	3463	3463	3461	3429	0	0	0	0
3425	3458	3468	3467	3460	3428	0	0	0	0	0
0	3425	3426	3427	3428	0	0	0	0	0	0
